Submission No,Title,Speaker,Moderator,Date Start,Time Start,Date End,Time End,Location,TimeZoneBlock,Categories,UID,EVENTID
2226,A large scale meta-analytic view on the functional organization of the auditory cortex,Peer Herholz,,20210624,160000,20210624,170000,poster2226,AmericasEurope,Poster,,poster2226AmericasEurope
2226,A large scale meta-analytic view on the functional organization of the auditory cortex,Peer Herholz,,20210626,0,20210626,10000,poster2226,AmericasAsia,Poster,,poster2226AmericasAsia
2226,A large scale meta-analytic view on the functional organization of the auditory cortex,Peer Herholz,,20210622,80000,20210622,100000,poster2226,EuropeAsia,Poster,,poster2226EuropeAsia
1349,A preprocessed open diffusion derivatives dataset from the Healthy Brain Network,Adam Richie-Halford,,20210623,160000,20210623,170000,poster1349,AmericasEurope,Poster,,poster1349AmericasEurope
1349,A preprocessed open diffusion derivatives dataset from the Healthy Brain Network,Adam Richie-Halford,,20210625,0,20210625,10000,poster1349,AmericasAsia,Poster,,poster1349AmericasAsia
1349,A preprocessed open diffusion derivatives dataset from the Healthy Brain Network,Adam Richie-Halford,,20210622,80000,20210622,100000,poster1349,EuropeAsia,Poster,,poster1349EuropeAsia
1440,A Region-Specific Accelerated Brain Aging Pattern in Parkinson's Disease,Chen-Yuan Kuo,,20210621,160000,20210621,170000,poster1440,AmericasEurope,Poster,,poster1440AmericasEurope
1440,A Region-Specific Accelerated Brain Aging Pattern in Parkinson's Disease,Chen-Yuan Kuo,,20210623,0,20210623,10000,poster1440,AmericasAsia,Poster,,poster1440AmericasAsia
1440,A Region-Specific Accelerated Brain Aging Pattern in Parkinson's Disease,Chen-Yuan Kuo,,20210624,80000,20210624,100000,poster1440,EuropeAsia,Poster,,poster1440EuropeAsia
1376,Aging-related changes in intrinsic alignment of functional signals with anatomical networks,Wan Lin Yue,,20210624,160000,20210624,170000,poster1376,AmericasEurope,Poster,,poster1376AmericasEurope
1376,Aging-related changes in intrinsic alignment of functional signals with anatomical networks,Wan Lin Yue,,20210624,0,20210624,10000,poster1376,AmericasAsia,Poster,,poster1376AmericasAsia
1376,Aging-related changes in intrinsic alignment of functional signals with anatomical networks,Wan Lin Yue,,20210622,80000,20210622,100000,poster1376,EuropeAsia,Poster,,poster1376EuropeAsia
1713,Altered brainstem functional connectivity is linked to gastric peristalsis in functional dyspepsia,Harrison Fisher,,20210625,160000,20210625,170000,poster1713,AmericasEurope,Poster,,poster1713AmericasEurope
1713,Altered brainstem functional connectivity is linked to gastric peristalsis in functional dyspepsia,Harrison Fisher,,20210624,0,20210624,10000,poster1713,AmericasAsia,Poster,,poster1713AmericasAsia
1713,Altered brainstem functional connectivity is linked to gastric peristalsis in functional dyspepsia,Harrison Fisher,,20210622,80000,20210622,100000,poster1713,EuropeAsia,Poster,,poster1713EuropeAsia
1873,An fMRI study on flow motion perception from visuo-tactile integration,Jeanne Caron-Guyon,,20210625,160000,20210625,170000,poster1873,AmericasEurope,Poster,,poster1873AmericasEurope
1873,An fMRI study on flow motion perception from visuo-tactile integration,Jeanne Caron-Guyon,,20210624,0,20210624,10000,poster1873,AmericasAsia,Poster,,poster1873AmericasAsia
1873,An fMRI study on flow motion perception from visuo-tactile integration,Jeanne Caron-Guyon,,20210622,80000,20210622,100000,poster1873,EuropeAsia,Poster,,poster1873EuropeAsia
1607,Anterior-posterior shift of hippocampus structural covariance across development:a multicohort study,Anna Plachti,,20210625,160000,20210625,170000,poster1607,AmericasEurope,Poster,,poster1607AmericasEurope
1607,Anterior-posterior shift of hippocampus structural covariance across development:a multicohort study,Anna Plachti,,20210622,0,20210622,10000,poster1607,AmericasAsia,Poster,,poster1607AmericasAsia
1607,Anterior-posterior shift of hippocampus structural covariance across development:a multicohort study,Anna Plachti,,20210624,80000,20210624,100000,poster1607,EuropeAsia,Poster,,poster1607EuropeAsia
1289,Association of R2 Relaxation Rate with LATE-NC: An Ex-vivo MRI and Pathology Study,Mahir Tazwar,,20210621,160000,20210621,170000,poster1289,AmericasEurope,Poster,,poster1289AmericasEurope
1289,Association of R2 Relaxation Rate with LATE-NC: An Ex-vivo MRI and Pathology Study,Mahir Tazwar,,20210623,0,20210623,10000,poster1289,AmericasAsia,Poster,,poster1289AmericasAsia
1289,Association of R2 Relaxation Rate with LATE-NC: An Ex-vivo MRI and Pathology Study,Mahir Tazwar,,20210624,80000,20210624,100000,poster1289,EuropeAsia,Poster,,poster1289EuropeAsia
1153,Atrophy Progression in Parkinson's Disease is Associated with Connectivity and Synaptic Activity,Christina Tremblay,,20210621,160000,20210621,170000,poster1153,AmericasEurope,Poster,,poster1153AmericasEurope
1153,Atrophy Progression in Parkinson's Disease is Associated with Connectivity and Synaptic Activity,Christina Tremblay,,20210623,0,20210623,10000,poster1153,AmericasAsia,Poster,,poster1153AmericasAsia
1153,Atrophy Progression in Parkinson's Disease is Associated with Connectivity and Synaptic Activity,Christina Tremblay,,20210624,80000,20210624,100000,poster1153,EuropeAsia,Poster,,poster1153EuropeAsia
1736,BCI-Based Cognitive Training Improves Brain Functional Network Segregation in Healthy Elderly,Xing Qian,,20210621,160000,20210621,170000,poster1736,AmericasEurope,Poster,,poster1736AmericasEurope
1736,BCI-Based Cognitive Training Improves Brain Functional Network Segregation in Healthy Elderly,Xing Qian,,20210623,0,20210623,10000,poster1736,AmericasAsia,Poster,,poster1736AmericasAsia
1736,BCI-Based Cognitive Training Improves Brain Functional Network Segregation in Healthy Elderly,Xing Qian,,20210624,80000,20210624,100000,poster1736,EuropeAsia,Poster,,poster1736EuropeAsia
2376,"Behavioral, Anatomical and Genetic Convergence of Affect and Cognition in Superior Frontal Cortex",H. Lina Schaare,,20210623,160000,20210623,170000,poster2376,AmericasEurope,Poster,,poster2376AmericasEurope
2376,"Behavioral, Anatomical and Genetic Convergence of Affect and Cognition in Superior Frontal Cortex",H. Lina Schaare,,20210625,0,20210625,10000,poster2376,AmericasAsia,Poster,,poster2376AmericasAsia
2376,"Behavioral, Anatomical and Genetic Convergence of Affect and Cognition in Superior Frontal Cortex",H. Lina Schaare,,20210622,80000,20210622,100000,poster2376,EuropeAsia,Poster,,poster2376EuropeAsia
1313,CNN visualization methods reveal diagnostically relevant brain regions to detect Alzheimer's disease,Martin Dyrba,,20210623,160000,20210623,170000,poster1313,AmericasEurope,Poster,,poster1313AmericasEurope
1313,CNN visualization methods reveal diagnostically relevant brain regions to detect Alzheimer's disease,Martin Dyrba,,20210625,0,20210625,10000,poster1313,AmericasAsia,Poster,,poster1313AmericasAsia
1313,CNN visualization methods reveal diagnostically relevant brain regions to detect Alzheimer's disease,Martin Dyrba,,20210622,80000,20210622,100000,poster1313,EuropeAsia,Poster,,poster1313EuropeAsia
1927,Connectome Reconfigurations during Jazz Music Improvisation,Victor Vergara,,20210622,160000,20210622,170000,poster1927,AmericasEurope,Poster,,poster1927AmericasEurope
1927,Connectome Reconfigurations during Jazz Music Improvisation,Victor Vergara,,20210626,0,20210626,10000,poster1927,AmericasAsia,Poster,,poster1927AmericasAsia
1927,Connectome Reconfigurations during Jazz Music Improvisation,Victor Vergara,,20210624,80000,20210624,100000,poster1927,EuropeAsia,Poster,,poster1927EuropeAsia
1185,Cortical Networks of Creative Ability Trace Gene Expression Profiles of Synaptic Plasticity,William Orwig,,20210624,160000,20210624,170000,poster1185,AmericasEurope,Poster,,poster1185AmericasEurope
1185,Cortical Networks of Creative Ability Trace Gene Expression Profiles of Synaptic Plasticity,William Orwig,,20210624,0,20210624,10000,poster1185,AmericasAsia,Poster,,poster1185AmericasAsia
1185,Cortical Networks of Creative Ability Trace Gene Expression Profiles of Synaptic Plasticity,William Orwig,,20210622,80000,20210622,100000,poster1185,EuropeAsia,Poster,,poster1185EuropeAsia
2234,Cortical surface area is influenced by genetic variation in enhancers gained during human evolution,Barbara Molz,,20210624,160000,20210624,170000,poster2234,AmericasEurope,Poster,,poster2234AmericasEurope
2234,Cortical surface area is influenced by genetic variation in enhancers gained during human evolution,Barbara Molz,,20210624,0,20210624,10000,poster2234,AmericasAsia,Poster,,poster2234AmericasAsia
2234,Cortical surface area is influenced by genetic variation in enhancers gained during human evolution,Barbara Molz,,20210622,80000,20210622,100000,poster2234,EuropeAsia,Poster,,poster2234EuropeAsia
2307,Decoding behavioral responses from fMRI without learning behavioral responses from fMRI,Joram Soch,,20210623,160000,20210623,170000,poster2307,AmericasEurope,Poster,,poster2307AmericasEurope
2307,Decoding behavioral responses from fMRI without learning behavioral responses from fMRI,Joram Soch,,20210625,0,20210625,10000,poster2307,AmericasAsia,Poster,,poster2307AmericasAsia
2307,Decoding behavioral responses from fMRI without learning behavioral responses from fMRI,Joram Soch,,20210622,80000,20210622,100000,poster2307,EuropeAsia,Poster,,poster2307EuropeAsia
2435,Decoupling between global brain signal and cerebrospinal fluid flow is linked to Alzheimer's disease,Feng Han,,20210621,160000,20210621,170000,poster2435,AmericasEurope,Poster,,poster2435AmericasEurope
2435,Decoupling between global brain signal and cerebrospinal fluid flow is linked to Alzheimer's disease,Feng Han,,20210623,0,20210623,10000,poster2435,AmericasAsia,Poster,,poster2435AmericasAsia
2435,Decoupling between global brain signal and cerebrospinal fluid flow is linked to Alzheimer's disease,Feng Han,,20210624,80000,20210624,100000,poster2435,EuropeAsia,Poster,,poster2435EuropeAsia
2504,Designs of resting ASL analyses in pharmacologic studies,Fanny Munsch,,20210625,160000,20210625,170000,poster2504,AmericasEurope,Poster,,poster2504AmericasEurope
2504,Designs of resting ASL analyses in pharmacologic studies,Fanny Munsch,,20210625,0,20210625,10000,poster2504,AmericasAsia,Poster,,poster2504AmericasAsia
2504,Designs of resting ASL analyses in pharmacologic studies,Fanny Munsch,,20210622,80000,20210622,100000,poster2504,EuropeAsia,Poster,,poster2504EuropeAsia
2604,Development of thalamocortical functional connectivity gradient in the human infant brain,Shinwon Park,,20210624,160000,20210624,170000,poster2604,AmericasEurope,Poster,,poster2604AmericasEurope
2604,Development of thalamocortical functional connectivity gradient in the human infant brain,Shinwon Park,,20210624,0,20210624,10000,poster2604,AmericasAsia,Poster,,poster2604AmericasAsia
2604,Development of thalamocortical functional connectivity gradient in the human infant brain,Shinwon Park,,20210622,80000,20210622,100000,poster2604,EuropeAsia,Poster,,poster2604EuropeAsia
1931,Development of the visual pathways mediates development of electrophysiology in visual cortex,Sendy Caffarra,,20210625,160000,20210625,170000,poster1931,AmericasEurope,Poster,,poster1931AmericasEurope
1931,Development of the visual pathways mediates development of electrophysiology in visual cortex,Sendy Caffarra,,20210624,0,20210624,10000,poster1931,AmericasAsia,Poster,,poster1931AmericasAsia
1931,Development of the visual pathways mediates development of electrophysiology in visual cortex,Sendy Caffarra,,20210622,80000,20210622,100000,poster1931,EuropeAsia,Poster,,poster1931EuropeAsia
1357,DISABILITY CLASSIFICATION USING EMPIRICAL VS PREDICTED STRUCTURAL AND FUNCTIONAL CONNECTIVITY IN MS,Ceren Tozlu,,20210625,160000,20210625,170000,poster1357,AmericasEurope,Poster,,poster1357AmericasEurope
1357,DISABILITY CLASSIFICATION USING EMPIRICAL VS PREDICTED STRUCTURAL AND FUNCTIONAL CONNECTIVITY IN MS,Ceren Tozlu,,20210622,0,20210622,10000,poster1357,AmericasAsia,Poster,,poster1357AmericasAsia
1357,DISABILITY CLASSIFICATION USING EMPIRICAL VS PREDICTED STRUCTURAL AND FUNCTIONAL CONNECTIVITY IN MS,Ceren Tozlu,,20210624,80000,20210624,100000,poster1357,EuropeAsia,Poster,,poster1357EuropeAsia
1051,Divergence of cortical asymmetry and atrophy in temporal lobe epilepsy: A worldwide ENIGMA study,Bo-yong Park,,20210623,160000,20210623,170000,poster1051,AmericasEurope,Poster,,poster1051AmericasEurope
1051,Divergence of cortical asymmetry and atrophy in temporal lobe epilepsy: A worldwide ENIGMA study,Bo-yong Park,,20210625,0,20210625,10000,poster1051,AmericasAsia,Poster,,poster1051AmericasAsia
1051,Divergence of cortical asymmetry and atrophy in temporal lobe epilepsy: A worldwide ENIGMA study,Bo-yong Park,,20210622,80000,20210622,100000,poster1051,EuropeAsia,Poster,,poster1051EuropeAsia
1259,Dyanmic funciontal connectivity reveals self-referential network predominating in older age,Lu Zhang,,20210624,160000,20210624,170000,poster1259,AmericasEurope,Poster,,poster1259AmericasEurope
1259,Dyanmic funciontal connectivity reveals self-referential network predominating in older age,Lu Zhang,,20210624,0,20210624,10000,poster1259,AmericasAsia,Poster,,poster1259AmericasAsia
1259,Dyanmic funciontal connectivity reveals self-referential network predominating in older age,Lu Zhang,,20210622,80000,20210622,100000,poster1259,EuropeAsia,Poster,,poster1259EuropeAsia
1560,Effect of repeated blocks of transcranial magnetic stimulation (TMS) on fronto-striatal connectivity,Usman Jawed Shaikh,,20210621,160000,20210621,170000,poster1560,AmericasEurope,Poster,,poster1560AmericasEurope
1560,Effect of repeated blocks of transcranial magnetic stimulation (TMS) on fronto-striatal connectivity,Usman Jawed Shaikh,,20210626,0,20210626,10000,poster1560,AmericasAsia,Poster,,poster1560AmericasAsia
1560,Effect of repeated blocks of transcranial magnetic stimulation (TMS) on fronto-striatal connectivity,Usman Jawed Shaikh,,20210624,80000,20210624,100000,poster1560,EuropeAsia,Poster,,poster1560EuropeAsia
1588,"ENIGMA HALFpipe: Fast, interactive, and reproducible analysis for functional MRI data",Lea Waller,,20210621,160000,20210621,170000,poster1588,AmericasEurope,Poster,,poster1588AmericasEurope
1588,"ENIGMA HALFpipe: Fast, interactive, and reproducible analysis for functional MRI data",Lea Waller,,20210623,0,20210623,10000,poster1588,AmericasAsia,Poster,,poster1588AmericasAsia
1588,"ENIGMA HALFpipe: Fast, interactive, and reproducible analysis for functional MRI data",Lea Waller,,20210624,80000,20210624,100000,poster1588,EuropeAsia,Poster,,poster1588EuropeAsia
2252,Evolution of Functional Connectome Harmonics during Infancy,H Patrick Taylor,,20210624,160000,20210624,170000,poster2252,AmericasEurope,Poster,,poster2252AmericasEurope
2252,Evolution of Functional Connectome Harmonics during Infancy,H Patrick Taylor,,20210624,0,20210624,10000,poster2252,AmericasAsia,Poster,,poster2252AmericasAsia
2252,Evolution of Functional Connectome Harmonics during Infancy,H Patrick Taylor,,20210622,80000,20210622,100000,poster2252,EuropeAsia,Poster,,poster2252EuropeAsia
1865,"Evolutionarily conserved fMRI network dynamics in the human, macaque and mouse brain",Daniel Gutierrez-Barragan,,20210625,160000,20210625,170000,poster1865,AmericasEurope,Poster,,poster1865AmericasEurope
1865,"Evolutionarily conserved fMRI network dynamics in the human, macaque and mouse brain",Daniel Gutierrez-Barragan,,20210622,0,20210622,10000,poster1865,AmericasAsia,Poster,,poster1865AmericasAsia
1865,"Evolutionarily conserved fMRI network dynamics in the human, macaque and mouse brain",Daniel Gutierrez-Barragan,,20210624,80000,20210624,100000,poster1865,EuropeAsia,Poster,,poster1865EuropeAsia
2022,Examining the Neurobiological Validity of a Novel VR Assessment Tool for Early Detection of AD,Hannah Fingerhut,,20210621,160000,20210621,170000,poster2022,AmericasEurope,Poster,,poster2022AmericasEurope
2022,Examining the Neurobiological Validity of a Novel VR Assessment Tool for Early Detection of AD,Hannah Fingerhut,,20210623,0,20210623,10000,poster2022,AmericasAsia,Poster,,poster2022AmericasAsia
